capture_id,season_id,survey_id,transformed_datetime,fox_id,fox_name,age_class,sex,social_status,image
84636,3,5,2013-11-02 07:24:21,61,Rowan,adult,m,sub,20131102_192421.jpg
84637,3,5,2013-11-02 07:27:46,61,Rowan,adult,m,sub,20131102_192746.jpg
84638,3,5,2013-11-02 07:28:13,61,Rowan,adult,m,sub,20131102_192813.jpg
84639,3,5,2013-11-02 09:11:47,61,Rowan,adult,m,sub,20131102_211147.jpg
84640,3,5,2013-11-02 09:12:47,61,Rowan,adult,m,sub,20131102_211247.jpg
84642,3,5,2013-11-02 09:16:18,61,Rowan,adult,m,sub,20131102_211618.jpg
84643,3,5,2013-11-02 09:17:49,61,Rowan,adult,m,sub,20131102_211749.jpg
84644,3,5,2013-11-02 09:18:36,61,Rowan,adult,m,sub,20131102_211836.jpg
84645,3,5,2013-11-02 09:19:48,61,Rowan,adult,m,sub,20131102_211948.jpg
84646,3,5,2013-11-02 09:20:25,61,Rowan,adult,m,sub,20131102_212025.jpg
84647,3,5,2013-11-02 09:21:00,61,Rowan,adult,m,sub,20131102_212100.jpg
84648,3,5,2013-11-02 09:48:39,2,Orchid,adult,m,dom,20131102_214839.jpg
84649,3,5,2013-11-02 09:49:21,2,Orchid,adult,m,dom,20131102_214921.jpg
84650,3,5,2013-11-02 09:50:14,2,Orchid,adult,m,dom,20131102_215014.jpg
84651,3,5,2013-11-02 09:50:57,5,Willow,adult,f,sub,20131102_215057.jpg
84652,3,5,2013-11-02 09:50:57,2,Orchid,adult,m,dom,20131102_215057_001.jpg
84653,3,5,2013-11-02 09:51:29,2,Orchid,adult,m,dom,20131102_215129.jpg
84654,3,5,2013-11-02 09:51:58,2,Orchid,adult,m,dom,20131102_215158.jpg
84655,3,5,2013-11-02 09:52:41,2,Orchid,adult,m,dom,20131102_215241.jpg
84656,3,5,2013-11-02 09:53:23,2,Orchid,adult,m,dom,20131102_215323.jpg
84657,3,5,2013-11-02 09:53:55,2,Orchid,adult,m,dom,20131102_215355.jpg
84658,3,5,2013-11-02 09:56:52,2,Orchid,adult,m,dom,20131102_215652.jpg
84659,3,5,2013-11-02 11:05:49,61,Rowan,adult,m,sub,20131102_230549.jpg
84661,3,5,2013-11-02 11:46:42,4,Holly,adult,f,sub,20131102_234642.jpg
84663,3,5,2013-11-02 12:01:28,5,Willow,adult,f,sub,20131103_000128.jpg
84666,3,5,2013-11-02 12:06:58,5,Willow,adult,f,sub,20131103_000658.jpg
84676,3,5,2013-11-02 13:13:04,5,Willow,adult,f,sub,20131103_011304.jpg
84677,3,5,2013-11-02 13:14:43,5,Willow,adult,f,sub,20131103_011443.jpg
84681,3,5,2013-11-02 14:23:33,4,Holly,adult,f,sub,20131103_022333.jpg
84682,3,5,2013-11-02 14:24:39,4,Holly,adult,f,sub,20131103_022439.jpg
84683,3,5,2013-11-02 14:30:34,2,Orchid,adult,m,dom,20131103_023034.jpg
84684,3,5,2013-11-02 14:31:05,2,Orchid,adult,m,dom,20131103_023105.jpg
84685,3,5,2013-11-02 14:32:56,23,Bracken,subadult,m,sub,20131103_023256.jpg
84686,3,5,2013-11-02 14:35:20,2,Orchid,adult,m,dom,20131103_023520.jpg
84687,3,5,2013-11-02 14:43:02,3,Ash,adult,m,sub,20131103_024302.jpg
84688,3,5,2013-11-02 14:45:09,3,Ash,adult,m,sub,20131103_024509.jpg
84689,3,5,2013-11-02 15:21:32,5,Willow,adult,f,sub,20131103_032132.jpg
84690,3,5,2013-11-02 17:13:21,61,Rowan,adult,m,sub,20131103_051321.jpg
84691,3,5,2013-11-02 17:16:18,61,Rowan,adult,m,sub,20131103_051618.jpg
84692,3,5,2013-11-02 17:16:49,61,Rowan,adult,m,sub,20131103_051649.jpg
84694,3,5,2013-11-03 05:27:39,2,Orchid,adult,m,dom,20131103_172739.jpg
84695,3,5,2013-11-03 05:28:29,2,Orchid,adult,m,dom,20131103_172829.jpg
84696,3,5,2013-11-03 05:29:22,5,Willow,adult,f,sub,20131103_172922.jpg
84697,3,5,2013-11-03 05:29:22,2,Orchid,adult,m,dom,20131103_172922_001.jpg
84698,3,5,2013-11-03 05:30:02,2,Orchid,adult,m,dom,20131103_173002.jpg
84699,3,5,2013-11-03 05:30:35,2,Orchid,adult,m,dom,20131103_173035.jpg
84700,3,5,2013-11-03 05:31:06,2,Orchid,adult,m,dom,20131103_173106.jpg
84701,3,5,2013-11-03 05:31:41,2,Orchid,adult,m,dom,20131103_173141.jpg
84702,3,5,2013-11-03 05:31:41,5,Willow,adult,f,sub,20131103_173141_001.jpg
84704,3,5,2013-11-03 05:33:40,2,Orchid,adult,m,dom,20131103_173340.jpg
84705,3,5,2013-11-03 05:34:33,61,Rowan,adult,m,sub,20131103_173433.jpg
84706,3,5,2013-11-03 05:36:14,61,Rowan,adult,m,sub,20131103_173614.jpg
84707,3,5,2013-11-03 05:37:54,61,Rowan,adult,m,sub,20131103_173754.jpg
84708,3,5,2013-11-03 05:38:27,61,Rowan,adult,m,sub,20131103_173827.jpg
84710,3,5,2013-11-03 05:40:16,61,Rowan,adult,m,sub,20131103_174016.jpg
84711,3,5,2013-11-03 05:40:45,61,Rowan,adult,m,sub,20131103_174045.jpg
84712,3,5,2013-11-03 05:42:09,61,Rowan,adult,m,sub,20131103_174209.jpg
84713,3,5,2013-11-03 05:55:26,5,Willow,adult,f,sub,20131103_175526.jpg
84714,3,5,2013-11-03 05:56:07,5,Willow,adult,f,sub,20131103_175607.jpg
84715,3,5,2013-11-03 05:56:36,3,Ash,adult,m,sub,20131103_175636.jpg
84716,3,5,2013-11-03 05:56:36,5,Willow,adult,f,sub,20131103_175636_001.jpg
84717,3,5,2013-11-03 05:57:13,3,Ash,adult,m,sub,20131103_175713.jpg
84718,3,5,2013-11-03 05:57:13,5,Willow,adult,f,sub,20131103_175713_001.jpg
84719,3,5,2013-11-03 05:58:44,5,Willow,adult,f,sub,20131103_175844.jpg
84720,3,5,2013-11-03 05:58:44,4,Holly,adult,f,sub,20131103_175844_001.jpg
84721,3,5,2013-11-03 05:59:13,5,Willow,adult,f,sub,20131103_175913.jpg
84722,3,5,2013-11-03 06:00:52,5,Willow,adult,f,sub,20131103_180052.jpg
84723,3,5,2013-11-03 06:00:52,3,Ash,adult,m,sub,20131103_180052_001.jpg
84724,3,5,2013-11-03 06:01:24,3,Ash,adult,m,sub,20131103_180124.jpg
84725,3,5,2013-11-03 06:01:51,3,Ash,adult,m,sub,20131103_180151.jpg
84726,3,5,2013-11-03 06:46:01,61,Rowan,adult,m,sub,20131103_184601.jpg
84727,3,5,2013-11-03 06:51:05,61,Rowan,adult,m,sub,20131103_185105.jpg
84728,3,5,2013-11-03 06:51:31,61,Rowan,adult,m,sub,20131103_185131.jpg
84729,3,5,2013-11-03 06:52:46,61,Rowan,adult,m,sub,20131103_185246.jpg
84730,3,5,2013-11-03 06:55:17,61,Rowan,adult,m,sub,20131103_185517.jpg
84732,3,5,2013-11-03 09:24:51,61,Rowan,adult,m,sub,20131103_212451.jpg
84733,3,5,2013-11-03 09:28:41,61,Rowan,adult,m,sub,20131103_212841.jpg
84735,3,5,2013-11-03 10:10:02,5,Willow,adult,f,sub,20131103_221002.jpg
84742,3,5,2013-11-03 12:14:52,2,Orchid,adult,m,dom,20131104_001452.jpg
84743,3,5,2013-11-03 12:14:52,13,Unidentifiable,,,,20131104_001452_001.jpg
84744,3,5,2013-11-03 12:15:43,2,Orchid,adult,m,dom,20131104_001543.jpg
84746,3,5,2013-11-03 16:21:29,61,Rowan,adult,m,sub,20131104_042129.jpg
84748,3,5,2013-11-03 16:23:04,61,Rowan,adult,m,sub,20131104_042304.jpg
84749,3,5,2013-11-03 16:28:49,4,Holly,adult,f,sub,20131104_042849.jpg
84750,3,5,2013-11-03 16:29:29,61,Rowan,adult,m,sub,20131104_042929.jpg
84751,3,5,2013-11-03 16:34:57,5,Willow,adult,f,sub,20131104_043457.jpg
84752,3,5,2013-11-03 18:24:18,3,Ash,adult,m,sub,20131104_062418.jpg
84755,3,5,2013-11-04 04:11:36,61,Rowan,adult,m,sub,20131104_161136.jpg
84756,3,5,2013-11-04 04:49:23,61,Rowan,adult,m,sub,20131104_164923.jpg
84757,3,5,2013-11-04 04:49:58,61,Rowan,adult,m,sub,20131104_164958.jpg
84758,3,5,2013-11-04 05:00:34,2,Orchid,adult,m,dom,20131104_170034.jpg
84759,3,5,2013-11-04 05:01:15,13,Unidentifiable,,,,20131104_170115.jpg
84760,3,5,2013-11-04 05:01:15,61,Rowan,adult,m,sub,20131104_170115_001.jpg
84761,3,5,2013-11-04 05:05:30,61,Rowan,adult,m,sub,20131104_170530.jpg
84762,3,5,2013-11-04 05:06:25,61,Rowan,adult,m,sub,20131104_170625.jpg
84763,3,5,2013-11-04 05:13:28,13,Unidentifiable,,,,20131104_171328.jpg
84764,3,5,2013-11-04 05:13:28,61,Rowan,adult,m,sub,20131104_171328_001.jpg
84765,3,5,2013-11-04 05:14:05,61,Rowan,adult,m,sub,20131104_171405.jpg
84766,3,5,2013-11-04 05:14:05,13,Unidentifiable,,,,20131104_171405_001.jpg
84767,3,5,2013-11-04 05:28:31,4,Holly,adult,f,sub,20131104_172831.jpg
84768,3,5,2013-11-04 05:34:21,2,Orchid,adult,m,dom,20131104_173421.jpg
84769,3,5,2013-11-04 05:34:21,3,Ash,adult,m,sub,20131104_173421_001.jpg
84770,3,5,2013-11-04 05:39:55,13,Unidentifiable,,,,20131104_173955.jpg
84771,3,5,2013-11-04 05:39:55,2,Orchid,adult,m,dom,20131104_173955_001.jpg
84772,3,5,2013-11-04 05:40:58,3,Ash,adult,m,sub,20131104_174058.jpg
84773,3,5,2013-11-04 05:41:27,4,Holly,adult,f,sub,20131104_174127.jpg
84774,3,5,2013-11-04 05:41:27,3,Ash,adult,m,sub,20131104_174127_001.jpg
84775,3,5,2013-11-04 05:41:27,2,Orchid,adult,m,dom,20131104_174127_002.jpg
84776,3,5,2013-11-04 05:41:55,5,Willow,adult,f,sub,20131104_174155.jpg
84777,3,5,2013-11-04 05:41:55,4,Holly,adult,f,sub,20131104_174155_001.jpg
84778,3,5,2013-11-04 05:41:55,2,Orchid,adult,m,dom,20131104_174155_002.jpg
84779,3,5,2013-11-04 05:41:55,3,Ash,adult,m,sub,20131104_174155_003.jpg
84780,3,5,2013-11-04 05:42:22,3,Ash,adult,m,sub,20131104_174222.jpg
84781,3,5,2013-11-04 05:42:22,2,Orchid,adult,m,dom,20131104_174222_001.jpg
84782,3,5,2013-11-04 05:42:22,4,Holly,adult,f,sub,20131104_174222_002.jpg
84783,3,5,2013-11-04 05:42:53,2,Orchid,adult,m,dom,20131104_174253.jpg
84784,3,5,2013-11-04 05:43:26,2,Orchid,adult,m,dom,20131104_174326.jpg
84785,3,5,2013-11-04 05:43:26,5,Willow,adult,f,sub,20131104_174326_001.jpg
84786,3,5,2013-11-04 05:43:54,3,Ash,adult,m,sub,20131104_174354.jpg
84787,3,5,2013-11-04 05:43:54,2,Orchid,adult,m,dom,20131104_174354_001.jpg
84789,3,5,2013-11-04 05:45:07,5,Willow,adult,f,sub,20131104_174507.jpg
84790,3,5,2013-11-04 05:46:27,3,Ash,adult,m,sub,20131104_174627.jpg
84791,3,5,2013-11-04 05:47:33,3,Ash,adult,m,sub,20131104_174733.jpg
84792,3,5,2013-11-04 05:48:05,3,Ash,adult,m,sub,20131104_174805.jpg
84793,3,5,2013-11-04 05:48:42,3,Ash,adult,m,sub,20131104_174842.jpg
84795,3,5,2013-11-04 06:01:04,5,Willow,adult,f,sub,20131104_180104.jpg
84796,3,5,2013-11-04 06:02:43,5,Willow,adult,f,sub,20131104_180243.jpg
84797,3,5,2013-11-04 06:03:10,5,Willow,adult,f,sub,20131104_180310.jpg
84798,3,5,2013-11-04 06:28:56,61,Rowan,adult,m,sub,20131104_182856.jpg
84799,3,5,2013-11-04 06:31:17,61,Rowan,adult,m,sub,20131104_183117.jpg
84800,3,5,2013-11-04 06:34:53,61,Rowan,adult,m,sub,20131104_183453.jpg
84801,3,5,2013-11-04 07:50:56,5,Willow,adult,f,sub,20131104_195056.jpg
84802,3,5,2013-11-04 07:53:48,61,Rowan,adult,m,sub,20131104_195348.jpg
84803,3,5,2013-11-04 07:54:45,5,Willow,adult,f,sub,20131104_195445.jpg
84805,3,5,2013-11-04 07:57:39,2,Orchid,adult,m,dom,20131104_195739.jpg
84807,3,5,2013-11-04 09:10:03,5,Willow,adult,f,sub,20131104_211003.jpg
84808,3,5,2013-11-04 09:23:03,4,Holly,adult,f,sub,20131104_212303.jpg
84809,3,5,2013-11-04 09:33:37,4,Holly,adult,f,sub,20131104_213337.jpg
84824,3,5,2013-11-04 14:29:29,61,Rowan,adult,m,sub,20131105_022929.jpg
87186,3,5,2013-11-05 05:00:17,61,Rowan,adult,m,sub,20131105_170017.jpg
87187,3,5,2013-11-05 05:01:07,61,Rowan,adult,m,sub,20131105_170107.jpg
87188,3,5,2013-11-05 05:01:07,13,Unidentifiable,,,,20131105_170107_001.jpg
87189,3,5,2013-11-05 05:11:22,5,Willow,adult,f,sub,20131105_171122.jpg
87190,3,5,2013-11-05 05:11:48,5,Willow,adult,f,sub,20131105_171148.jpg
87191,3,5,2013-11-05 05:12:12,5,Willow,adult,f,sub,20131105_171212.jpg
87192,3,5,2013-11-05 05:12:12,61,Rowan,adult,m,sub,20131105_171212_001.jpg
87193,3,5,2013-11-05 05:13:07,5,Willow,adult,f,sub,20131105_171307.jpg
87194,3,5,2013-11-05 05:13:31,13,Unidentifiable,,,,20131105_171331.jpg
87195,3,5,2013-11-05 05:13:31,61,Rowan,adult,m,sub,20131105_171331_001.jpg
87196,3,5,2013-11-05 05:13:56,61,Rowan,adult,m,sub,20131105_171356.jpg
87197,3,5,2013-11-05 05:18:24,3,Ash,adult,m,sub,20131105_171824.jpg
87198,3,5,2013-11-05 05:19:29,3,Ash,adult,m,sub,20131105_171929.jpg
87199,3,5,2013-11-05 05:19:58,3,Ash,adult,m,sub,20131105_171958.jpg
87200,3,5,2013-11-05 05:20:30,3,Ash,adult,m,sub,20131105_172030.jpg
87201,3,5,2013-11-05 05:21:41,3,Ash,adult,m,sub,20131105_172141.jpg
87202,3,5,2013-11-05 05:22:26,61,Rowan,adult,m,sub,20131105_172226.jpg
87204,3,5,2013-11-05 05:26:29,61,Rowan,adult,m,sub,20131105_172629.jpg
87205,3,5,2013-11-05 05:28:41,61,Rowan,adult,m,sub,20131105_172841.jpg
87206,3,5,2013-11-05 05:29:31,4,Holly,adult,f,sub,20131105_172931.jpg
87207,3,5,2013-11-05 05:29:31,61,Rowan,adult,m,sub,20131105_172931_001.jpg
87208,3,5,2013-11-05 05:30:07,61,Rowan,adult,m,sub,20131105_173007.jpg
87209,3,5,2013-11-05 05:30:57,4,Holly,adult,f,sub,20131105_173057.jpg
87210,3,5,2013-11-05 05:31:22,61,Rowan,adult,m,sub,20131105_173122.jpg
87211,3,5,2013-11-05 05:31:47,61,Rowan,adult,m,sub,20131105_173147.jpg
87212,3,5,2013-11-05 05:33:39,61,Rowan,adult,m,sub,20131105_173339.jpg
87213,3,5,2013-11-05 05:41:06,2,Orchid,adult,m,dom,20131105_174106.jpg
87214,3,5,2013-11-05 05:41:39,2,Orchid,adult,m,dom,20131105_174139.jpg
87215,3,5,2013-11-05 05:59:50,61,Rowan,adult,m,sub,20131105_175950.jpg
87216,3,5,2013-11-05 05:59:50,2,Orchid,adult,m,dom,20131105_175950_001.jpg
87217,3,5,2013-11-05 06:00:30,2,Orchid,adult,m,dom,20131105_180030.jpg
87218,3,5,2013-11-05 06:01:08,2,Orchid,adult,m,dom,20131105_180108.jpg
87219,3,5,2013-11-05 06:04:36,2,Orchid,adult,m,dom,20131105_180436.jpg
87220,3,5,2013-11-05 06:05:07,2,Orchid,adult,m,dom,20131105_180507.jpg
87221,3,5,2013-11-05 06:06:06,2,Orchid,adult,m,dom,20131105_180606.jpg
87222,3,5,2013-11-05 07:10:38,2,Orchid,adult,m,dom,20131105_191038.jpg
87223,3,5,2013-11-05 07:11:45,2,Orchid,adult,m,dom,20131105_191145.jpg
87224,3,5,2013-11-05 07:12:11,2,Orchid,adult,m,dom,20131105_191211.jpg
87225,3,5,2013-11-05 07:19:26,2,Orchid,adult,m,dom,20131105_191926.jpg
87226,3,5,2013-11-05 07:50:40,5,Willow,adult,f,sub,20131105_195040.jpg
87227,3,5,2013-11-05 07:51:13,5,Willow,adult,f,sub,20131105_195113.jpg
87228,3,5,2013-11-05 07:55:33,5,Willow,adult,f,sub,20131105_195533.jpg
87229,3,5,2013-11-05 07:56:12,5,Willow,adult,f,sub,20131105_195612.jpg
87230,3,5,2013-11-05 08:16:34,4,Holly,adult,f,sub,20131105_201634.jpg
87231,3,5,2013-11-05 08:24:45,4,Holly,adult,f,sub,20131105_202445.jpg
87232,3,5,2013-11-05 08:26:15,4,Holly,adult,f,sub,20131105_202615.jpg
87233,3,5,2013-11-05 09:11:08,3,Ash,adult,m,sub,20131105_211108.jpg
87234,3,5,2013-11-05 09:12:04,3,Ash,adult,m,sub,20131105_211204.jpg
87235,3,5,2013-11-05 09:13:36,3,Ash,adult,m,sub,20131105_211336.jpg
87236,3,5,2013-11-05 09:14:10,3,Ash,adult,m,sub,20131105_211410.jpg
87237,3,5,2013-11-05 09:18:03,3,Ash,adult,m,sub,20131105_211803.jpg
87238,3,5,2013-11-05 09:19:04,3,Ash,adult,m,sub,20131105_211904.jpg
87239,3,5,2013-11-05 09:19:30,3,Ash,adult,m,sub,20131105_211930.jpg
87240,3,5,2013-11-05 09:25:18,3,Ash,adult,m,sub,20131105_212518.jpg
87241,3,5,2013-11-05 09:51:07,61,Rowan,adult,m,sub,20131105_215107.jpg
87242,3,5,2013-11-05 09:54:49,61,Rowan,adult,m,sub,20131105_215449.jpg
87243,3,5,2013-11-05 10:04:29,61,Rowan,adult,m,sub,20131105_220429.jpg
87244,3,5,2013-11-05 10:05:05,61,Rowan,adult,m,sub,20131105_220505.jpg
87245,3,5,2013-11-05 10:06:23,61,Rowan,adult,m,sub,20131105_220623.jpg
87246,3,5,2013-11-05 10:12:29,5,Willow,adult,f,sub,20131105_221229.jpg
87247,3,5,2013-11-05 10:17:53,5,Willow,adult,f,sub,20131105_221753.jpg
87250,3,5,2013-11-05 11:31:08,5,Willow,adult,f,sub,20131105_233108_001.jpg
87252,3,5,2013-11-05 11:31:35,5,Willow,adult,f,sub,20131105_233135_001.jpg
87273,3,5,2013-11-05 13:07:23,61,Rowan,adult,m,sub,20131106_010723.jpg
87274,3,5,2013-11-05 13:09:39,61,Rowan,adult,m,sub,20131106_010939.jpg
87275,3,5,2013-11-05 13:10:19,61,Rowan,adult,m,sub,20131106_011019.jpg
87282,3,5,2013-11-05 14:11:07,2,Orchid,adult,m,dom,20131106_021107.jpg
87283,3,5,2013-11-05 19:38:28,61,Rowan,adult,m,sub,20131106_073828.jpg
87285,3,5,2013-11-06 05:07:40,61,Rowan,adult,m,sub,20131106_170740.jpg
87286,3,5,2013-11-06 05:07:40,13,Unidentifiable,,,,20131106_170740_001.jpg
87287,3,5,2013-11-06 05:14:09,5,Willow,adult,f,sub,20131106_171409.jpg
87288,3,5,2013-11-06 05:15:39,5,Willow,adult,f,sub,20131106_171539.jpg
87289,3,5,2013-11-06 05:16:39,61,Rowan,adult,m,sub,20131106_171639.jpg
87290,3,5,2013-11-06 05:28:26,61,Rowan,adult,m,sub,20131106_172826.jpg
87291,3,5,2013-11-06 05:33:41,2,Orchid,adult,m,dom,20131106_173341.jpg
87292,3,5,2013-11-06 05:34:05,2,Orchid,adult,m,dom,20131106_173405.jpg
87293,3,5,2013-11-06 05:34:31,2,Orchid,adult,m,dom,20131106_173431.jpg
87294,3,5,2013-11-06 05:35:03,2,Orchid,adult,m,dom,20131106_173503.jpg
87295,3,5,2013-11-06 05:35:40,2,Orchid,adult,m,dom,20131106_173540.jpg
87296,3,5,2013-11-06 05:36:09,2,Orchid,adult,m,dom,20131106_173609.jpg
87297,3,5,2013-11-06 05:36:42,2,Orchid,adult,m,dom,20131106_173642.jpg
87298,3,5,2013-11-06 05:37:10,2,Orchid,adult,m,dom,20131106_173710.jpg
87299,3,5,2013-11-06 05:37:40,2,Orchid,adult,m,dom,20131106_173740.jpg
87300,3,5,2013-11-06 05:38:09,2,Orchid,adult,m,dom,20131106_173809.jpg
87301,3,5,2013-11-06 05:38:46,2,Orchid,adult,m,dom,20131106_173846.jpg
87302,3,5,2013-11-06 05:39:39,2,Orchid,adult,m,dom,20131106_173939.jpg
87303,3,5,2013-11-06 05:40:09,2,Orchid,adult,m,dom,20131106_174009.jpg
87304,3,5,2013-11-06 05:40:50,2,Orchid,adult,m,dom,20131106_174050.jpg
87305,3,5,2013-11-06 05:41:30,2,Orchid,adult,m,dom,20131106_174130.jpg
87306,3,5,2013-11-06 05:42:14,2,Orchid,adult,m,dom,20131106_174214.jpg
87307,3,5,2013-11-06 05:43:02,2,Orchid,adult,m,dom,20131106_174302.jpg
87308,3,5,2013-11-06 05:43:42,2,Orchid,adult,m,dom,20131106_174342.jpg
87309,3,5,2013-11-06 05:44:20,2,Orchid,adult,m,dom,20131106_174420.jpg
87310,3,5,2013-11-06 05:44:51,2,Orchid,adult,m,dom,20131106_174451.jpg
87311,3,5,2013-11-06 05:44:51,61,Rowan,adult,m,sub,20131106_174451_001.jpg
87312,3,5,2013-11-06 05:45:36,2,Orchid,adult,m,dom,20131106_174536.jpg
87313,3,5,2013-11-06 05:49:19,2,Orchid,adult,m,dom,20131106_174919.jpg
87314,3,5,2013-11-06 05:51:09,2,Orchid,adult,m,dom,20131106_175109.jpg
87315,3,5,2013-11-06 05:51:50,2,Orchid,adult,m,dom,20131106_175150.jpg
87316,3,5,2013-11-06 05:52:25,2,Orchid,adult,m,dom,20131106_175225.jpg
87317,3,5,2013-11-06 05:52:59,2,Orchid,adult,m,dom,20131106_175259.jpg
87318,3,5,2013-11-06 05:52:59,5,Willow,adult,f,sub,20131106_175259_001.jpg
87319,3,5,2013-11-06 05:53:37,2,Orchid,adult,m,dom,20131106_175337.jpg
87320,3,5,2013-11-06 05:54:03,2,Orchid,adult,m,dom,20131106_175403.jpg
87321,3,5,2013-11-06 05:54:29,2,Orchid,adult,m,dom,20131106_175429.jpg
87322,3,5,2013-11-06 05:54:29,5,Willow,adult,f,sub,20131106_175429_001.jpg
87323,3,5,2013-11-06 05:54:57,5,Willow,adult,f,sub,20131106_175457.jpg
87324,3,5,2013-11-06 05:54:57,2,Orchid,adult,m,dom,20131106_175457_001.jpg
87325,3,5,2013-11-06 05:55:22,2,Orchid,adult,m,dom,20131106_175522.jpg
87326,3,5,2013-11-06 05:55:49,2,Orchid,adult,m,dom,20131106_175549.jpg
87327,3,5,2013-11-06 05:55:49,5,Willow,adult,f,sub,20131106_175549_001.jpg
87328,3,5,2013-11-06 05:56:17,5,Willow,adult,f,sub,20131106_175617.jpg
87329,3,5,2013-11-06 05:56:17,2,Orchid,adult,m,dom,20131106_175617_001.jpg
87330,3,5,2013-11-06 05:56:51,5,Willow,adult,f,sub,20131106_175651.jpg
87331,3,5,2013-11-06 05:57:50,2,Orchid,adult,m,dom,20131106_175750.jpg
87332,3,5,2013-11-06 05:58:18,5,Willow,adult,f,sub,20131106_175818.jpg
87333,3,5,2013-11-06 05:58:18,2,Orchid,adult,m,dom,20131106_175818_001.jpg
87334,3,5,2013-11-06 05:58:45,2,Orchid,adult,m,dom,20131106_175845.jpg
87335,3,5,2013-11-06 05:58:45,5,Willow,adult,f,sub,20131106_175845_001.jpg
87336,3,5,2013-11-06 05:59:23,2,Orchid,adult,m,dom,20131106_175923.jpg
87337,3,5,2013-11-06 05:59:47,2,Orchid,adult,m,dom,20131106_175947.jpg
87338,3,5,2013-11-06 06:01:03,5,Willow,adult,f,sub,20131106_180103.jpg
87339,3,5,2013-11-06 06:01:28,5,Willow,adult,f,sub,20131106_180128.jpg
87340,3,5,2013-11-06 06:01:53,5,Willow,adult,f,sub,20131106_180153.jpg
87341,3,5,2013-11-06 06:03:55,5,Willow,adult,f,sub,20131106_180355.jpg
87342,3,5,2013-11-06 06:21:40,4,Holly,adult,f,sub,20131106_182140.jpg
87343,3,5,2013-11-06 06:25:59,4,Holly,adult,f,sub,20131106_182559.jpg
87344,3,5,2013-11-06 06:26:23,4,Holly,adult,f,sub,20131106_182623.jpg
87345,3,5,2013-11-06 06:28:50,4,Holly,adult,f,sub,20131106_182850.jpg
87346,3,5,2013-11-06 06:35:55,4,Holly,adult,f,sub,20131106_183555.jpg
87347,3,5,2013-11-06 06:38:17,4,Holly,adult,f,sub,20131106_183817.jpg
87348,3,5,2013-11-06 06:45:04,4,Holly,adult,f,sub,20131106_184504.jpg
87349,3,5,2013-11-06 07:12:37,61,Rowan,adult,m,sub,20131106_191237.jpg
87350,3,5,2013-11-06 07:13:05,61,Rowan,adult,m,sub,20131106_191305.jpg
87351,3,5,2013-11-06 07:20:38,61,Rowan,adult,m,sub,20131106_192038.jpg
87352,3,5,2013-11-06 07:49:37,61,Rowan,adult,m,sub,20131106_194937.jpg
87353,3,5,2013-11-06 07:50:26,13,Unidentifiable,,,,20131106_195026.jpg
87356,3,5,2013-11-06 08:27:33,61,Rowan,adult,m,sub,20131106_202733_001.jpg
87358,3,5,2013-11-06 08:32:50,61,Rowan,adult,m,sub,20131106_203250.jpg
87360,3,5,2013-11-06 11:44:19,5,Willow,adult,f,sub,20131106_234419.jpg
87361,3,5,2013-11-06 11:46:57,4,Holly,adult,f,sub,20131106_234657.jpg
87362,3,5,2013-11-06 11:50:51,4,Holly,adult,f,sub,20131106_235051.jpg
87363,3,5,2013-11-06 11:50:51,5,Willow,adult,f,sub,20131106_235051_001.jpg
87364,3,5,2013-11-06 11:54:34,5,Willow,adult,f,sub,20131106_235434.jpg
87365,3,5,2013-11-06 11:54:34,4,Holly,adult,f,sub,20131106_235434_001.jpg
87366,3,5,2013-11-06 12:10:54,4,Holly,adult,f,sub,20131107_001054.jpg
87367,3,5,2013-11-06 12:51:07,4,Holly,adult,f,sub,20131107_005107.jpg
87368,3,5,2013-11-06 12:51:42,4,Holly,adult,f,sub,20131107_005142.jpg
87369,3,5,2013-11-06 12:52:13,4,Holly,adult,f,sub,20131107_005213.jpg
87370,3,5,2013-11-06 14:28:37,5,Willow,adult,f,sub,20131107_022837.jpg
87371,3,5,2013-11-06 14:29:23,5,Willow,adult,f,sub,20131107_022923.jpg
87372,3,5,2013-11-07 04:25:24,61,Rowan,adult,m,sub,20131107_162524.jpg
87373,3,5,2013-11-07 04:25:24,3,Ash,adult,m,sub,20131107_162524_001.jpg
87374,3,5,2013-11-07 04:25:39,3,Ash,adult,m,sub,20131107_162539.jpg
87375,3,5,2013-11-07 04:25:39,61,Rowan,adult,m,sub,20131107_162539_001.jpg
87376,3,5,2013-11-07 04:29:31,61,Rowan,adult,m,sub,20131107_162931.jpg
87377,3,5,2013-11-07 04:29:31,3,Ash,adult,m,sub,20131107_162931_001.jpg
87378,3,5,2013-11-07 04:29:31,4,Holly,adult,f,sub,20131107_162931_002.jpg
87379,3,5,2013-11-07 04:30:18,61,Rowan,adult,m,sub,20131107_163018.jpg
87380,3,5,2013-11-07 04:31:31,61,Rowan,adult,m,sub,20131107_163131.jpg
87381,3,5,2013-11-07 04:31:31,3,Ash,adult,m,sub,20131107_163131_001.jpg
87382,3,5,2013-11-07 04:31:57,3,Ash,adult,m,sub,20131107_163157.jpg
87383,3,5,2013-11-07 04:31:57,61,Rowan,adult,m,sub,20131107_163157_001.jpg
87384,3,5,2013-11-07 04:32:42,3,Ash,adult,m,sub,20131107_163242.jpg
87385,3,5,2013-11-07 05:00:30,5,Willow,adult,f,sub,20131107_170030.jpg
